DM_INSTITUCION_COD_INSTITUCION,NOMBRE,CCB_NIT_INST,ORDEN,SUBORDEN,NIVEL_INSTITUCION,CLASIFICACION_ORGANICA,SECTOR,NATURALEZA_JURIDICA,TIPO_INSTITUCION,IDMUNICIPIO,MUNICIPIO,IDDEPARTAMENTO,DEPARTAMENTO,DIRECCION,FAX,EMAIL,CCB_TELEFONO,CCB_PAGINA_WEB,LONGITUD,LATITUD,ESTADO_INS,NOMBRE_REPRESENTANTE,CARGO_REPRESENTANTE
4310,INSTITUTO DE EVALUACION TECNOLOGICA EN SALUD,NULL,NACIONAL,NO APLICA,DESCENTRALIZADO,RAMA EJECUTIVA,SALUD Y PROTECCIÓN SOCIAL,SOCIEDAD DE ECONOMÍA MIXTA,VINCULADAS,1,BOGOTÁ. D.C.,11,BOGOTÁ. D.C.,"""VACIA""",NULL,NULL,NULL,NO DISPONIBLE,-74.072092,4.710989,ACTIVA,NULL,NULL
1377,C.P.G.A DEL RIO FONCE,900124890,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,ESTABLECIMIENTO PÚBLICO,ADSCRITAS,167,CHARALÁ,68,SANTANDER,"""Carrera  17   24 - 11 Piso 2""",7257547,NULL,3115211494,NO DISPONIBLE,-73.147465,6.28595,ACTIVA,NULL,NULL
2589,CONCEJO DE URAMITA,890984575,TERRITORIAL,MUNICIPAL,NO APLICA,CORPORACIÓN POLÍTICO ADMINISTRATIVA,NO APLICA,CONCEJO MUNICIPAL,NO APLICA,842,URAMITA,05,ANTIOQUIA,"""Clle 20 # 17-34""",8574240,NULL,8574162,http://www.uramita-antioquia.gov.co,-76.171665,6.896805,ACTIVA,NULL,NULL
0649,ALCALDIA DE HELICONIA,890982494,TERRITORIAL,MUNICIPAL,CENTRAL,RAMA EJECUTIVA,NO APLICA,ALCALDÍA,ADSCRITAS,347,HELICONIA,05,ANTIOQUIA,"""Calle 20 No. 20-31 Parque Principal""",8549799,NULL,8549635,http://www.heliconia-antioquia.gov.co,-75.732944,6.208781,ACTIVA,JOHN FREDY ORTIZ TABARES,NULL
4818,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO,804011439,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,EMPRESAS SOCIALES DEL ESTADO,ADSCRITAS,132,CALIFORNIA,68,SANTANDER,"""California""",6298264,NULL,NULL,http://www.esesanantonio-california-santander.gov.co,-72.94626,7.34719,ACTIVA,LEIDY YULIETH ALARCON LEAL,NULL
4864,MEGABUS S.A.,816007837,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,SOCIEDADES PUBLICAS POR ACCIONES,VINCULADAS,1,PEREIRA,66,RISARALDA,"""Carrera 10 No 17-55 Piso 9 y 10 Edificio Torre Central""",3151941,NULL,3151900,http://www.megabus.gov.co,-75.690601,4.808717,ACTIVA,NULL,NULL
4919,"PERSONERIA DE ALBANIA -- ALBANIA, CAQUETA",NULL,TERRITORIAL,MUNICIPAL,NO APLICA,ORGANOS DE CONTROL,NO APLICA,PERSONERÍA MUNICIPAL,NO APLICA,29,ALBANIA,18,CAQUETÁ,"""VACIA""",NULL,NULL,NULL,NO DISPONIBLE,-75.878407,1.328981,ACTIVA,NULL,NULL
5810,PERSONERIA DE PIVIJAY,NULL,TERRITORIAL,MUNICIPAL,NO APLICA,ORGANOS DE CONTROL,NO APLICA,PERSONERÍA MUNICIPAL,NO APLICA,551,PIVIJAY,47,MAGDALENA,"""Cl 4 No 14-06\r\n""",NULL,NULL,4158896,NO DISPONIBLE,-74.614654,10.461181,ACTIVA,NULL,NULL
2435,CONCEJO DE SAN CALIXTO,807004408,TERRITORIAL,MUNICIPAL,NO APLICA,CORPORACIÓN POLÍTICO ADMINISTRATIVA,NO APLICA,CONCEJO MUNICIPAL,NO APLICA,670,SAN CALIXTO,54,NORTE DE SANTANDER,"""Palacio Municipal - Parque Principal""",NULL,NULL,5117010,http://sancalixtonortedesantander.gov.co,-73.208998,8.401599,ACTIVA,WILLIAN ALFONSO ASCANIO ASCANIO,NULL
4470,INSTITUCION PRESTADORA DE SERVICIOS DE SALUD CENTRO DE SALUD SAN CAYETANO DEL MUNICIPIO DE CONFINES - SANTANDER,804012398,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,INSTITUCIÓN PRESTADORA DE SERVICIOS DE SALUD,ADSCRITAS,209,CONFINES,68,SANTANDER,"""CALLE 4 Nº 4-75""",7248743,NULL,7248743,NO DISPONIBLE,-73.241843,6.356618,ACTIVA,NULL,NULL
2961,CENTRO DE SALUD DE VIRACACHA,820003352,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,EMPRESAS SOCIALES DEL ESTADO,VINCULADAS,879,VIRACACHÁ,15,BOYACÁ,"""Viracacha Centro""",7377052,NULL,3107867301,NO DISPONIBLE,-73.29449,5.437028,ACTIVA,NULL,NULL
0129,ALCALDIA DE BARRANCO DE LOBA,800015991,TERRITORIAL,MUNICIPAL,CENTRAL,RAMA EJECUTIVA,NO APLICA,ALCALDÍA,ADSCRITAS,74,BARRANCO DE LOBA,13,BOLÍVAR,"""Carrera 12 No. 15A-20 Calle de la Iglesia - Palacio Municipal""",4290816,NULL,4290734,http://www.barrancodeloba-bolivar.gov.co,-74.11248,8.94862,ACTIVA,NULL,NULL
2735,INSTITUTO DE TRANSITO DEL MUNICIPIO DE LOS PATIOS,807003659,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,ESTABLECIMIENTO PÚBLICO,ADSCRITAS,405,LOS PATIOS,54,NORTE DE SANTANDER,"""AVENIDA 10 No. 28 - 46 BARRIO PATIO CENTRO LOS PATIOS NORTE DE SANTANDER""",NULL,NULL,5552175,http://www.transitolospatios.gov.co/,-72.504392,7.833199,ACTIVA,LUIS ALEJANDRO RODRIGUEZ SERRANO,NULL
5961,"PERSONERIA DE SANTIAGO -- SANTIAGO, NORTE DE SANTANDER",NULL,TERRITORIAL,MUNICIPAL,NO APLICA,ORGANOS DE CONTROL,NO APLICA,PERSONERÍA MUNICIPAL,NO APLICA,680,SANTIAGO,54,NORTE DE SANTANDER,"""VACIA""",NULL,NULL,NULL,NO DISPONIBLE,-72.717692,7.864145,ACTIVA,NULL,NULL
3314,HOSPITAL  SANTA MARIA  -SANTA BARBARA,890905198,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,EMPRESAS SOCIALES DEL ESTADO,VINCULADAS,679,SANTA BÁRBARA,05,ANTIOQUIA,"""carrera 50 N° 95-90""",8463710,NULL,8463131,NO DISPONIBLE,-75.566421,5.874249,ACTIVA,NULL,NULL
2242,CONCEJO DE LA VICTORIA,820002475,TERRITORIAL,MUNICIPAL,NO APLICA,CORPORACIÓN POLÍTICO ADMINISTRATIVA,NO APLICA,CONCEJO MUNICIPAL,NO APLICA,401,LA VICTORIA,15,BOYACÁ,"""LA VICTORIA CENTRO""",NULL,NULL,7265166,http://www.concejo-lavictoria-boyaca.gov.co,-74.234611,5.523663,ACTIVA,NULL,NULL
5535,PERSONERIA DE VILLAHERMOSA,809004912,TERRITORIAL,MUNICIPAL,NO APLICA,ORGANOS DE CONTROL,NO APLICA,PERSONERÍA MUNICIPAL,NO APLICA,870,VILLAHERMOSA,73,TOLIMA,"""VACIA""",NULL,NULL,2533082,NO DISPONIBLE,-74.600817,3.936661,ACTIVA,NULL,NULL
1366,"INSTITUTO DE DESARROLLO URBANO, VIVIENDA Y GESTION TERRITORIAL DE CHIA",900806301,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,ESTABLECIMIENTO PÚBLICO,ADSCRITAS,175,CHÍA,25,CUNDINAMARCA,"""Carrera 7 A # 11 - 45""",NULL,NULL,NULL,NO DISPONIBLE,-74.050916,4.864758,ACTIVA,NULL,NULL
3677,PUESTO DE SALUD SANTA LUCIA DE BUSBANZA,826001956,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,EMPRESAS SOCIALES DEL ESTADO,VINCULADAS,114,BUSBANZÁ,15,BOYACÁ,"""Busbanza Centro""",7707405,NULL,7707405,NO DISPONIBLE,-72.883814,5.830509,ACTIVA,NULL,NULL
6363,SERVICIOS POSTALES NACIONALES S.A.,900062917,NACIONAL,NO APLICA,DESCENTRALIZADO,RAMA EJECUTIVA,TECNOLOGÍAS DE LA INFORMACION Y LAS COMUNICACIONES,SOCIEDADES PUBLICAS POR ACCIONES,VINCULADAS,1,BOGOTÁ. D.C.,11,BOGOTÁ. D.C.,"""DIAGONAL 25 G No. 95A - 55""",4722000,NULL,4199299,http://www.4-72.com.co,-74.072092,4.710989,ACTIVA,NULL,NULL
1478,CONCEJO DE BELEN DE UMBRIA,891480024,TERRITORIAL,MUNICIPAL,NO APLICA,CORPORACIÓN POLÍTICO ADMINISTRATIVA,NO APLICA,CONCEJO MUNICIPAL,NO APLICA,88,BELÉN DE UMBRÍA,66,RISARALDA,"""Cra 9. Calle 10. Edificio CAM""",NULL,NULL,3528710,NO DISPONIBLE,-75.869261,5.200903,ACTIVA,NULL,NULL
2706,ASOCIACIÓN DE MUNICIPIOS CORPORACION AGENCIA PARA EL DESARROLLO DE LOS MUNICIPIOS DE LA SUBREGION DE BOSQUES CORPOBOSQUES,900225707,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,ESTABLECIMIENTO PÚBLICO,ADSCRITAS,440,MARINILLA,05,ANTIOQUIA,""" CALLE 19A - 46 18 Ciudadela Artesanal""",NULL,NULL,4799738,https://www.asociacioncorpobosques.gov.co,-75.341462,6.176967,ACTIVA,JORGE IVAN LOAIZA OROZCO,NULL
0645,ALCALDIA DE HATILLO DE LOBA,800255214,TERRITORIAL,MUNICIPAL,CENTRAL,RAMA EJECUTIVA,NO APLICA,ALCALDÍA,ADSCRITAS,300,HATILLO DE LOBA,13,BOLÍVAR,"""corregimiento la Victoria  juridiccion Hatillo de Loba""",4294734,NULL,NULL,NO DISPONIBLE,-74.077497,8.956007,ACTIVA,OLEDIS  ARIAS JIMENEZ,NULL
5401,PERSONERIA DE QUINCHIA,816003726,TERRITORIAL,MUNICIPAL,NO APLICA,ORGANOS DE CONTROL,NO APLICA,PERSONERÍA MUNICIPAL,NO APLICA,594,QUINCHÍA,66,RISARALDA,"""Carrera 6   6-13  CAM Segundo Piso""",NULL,NULL,3563004,NO DISPONIBLE,-75.690624,5.329157,ACTIVA,NULL,NULL
6036,PERSONERIA DE TUQUERRES,NULL,TERRITORIAL,MUNICIPAL,NO APLICA,ORGANOS DE CONTROL,NO APLICA,PERSONERÍA MUNICIPAL,NO APLICA,838,TÚQUERRES,52,NARIÑO,"""Carrera 14 calle 16 Esquina - Parque Bolivar\r\nCentro Cultural Luis Eduardo Mora Osejo""",7280140,NULL,7280140,NO DISPONIBLE,-77.618641,1.085739,ACTIVA,NULL,NULL
2450,CONCEJO DE SAN JOSE,810001998,TERRITORIAL,MUNICIPAL,NO APLICA,CORPORACIÓN POLÍTICO ADMINISTRATIVA,NO APLICA,CONCEJO MUNICIPAL,NO APLICA,665,SAN JOSÉ,17,CALDAS,"""CARRERA 2 D °  6 - 37""",8608563,NULL,8608616,http://sanjose.comunidad.com.co,-75.791461,5.081463,ACTIVA,NULL,NULL
0064,ALCALDIA DE ALBANIA  GUAJIRA,839000360,TERRITORIAL,MUNICIPAL,CENTRAL,RAMA EJECUTIVA,NO APLICA,ALCALDÍA,ADSCRITAS,35,ALBANIA,44,LA GUAJIRA,"""Carrera 4 # 4-48""",7286433,NULL,7775110,http://www.albania-laguajira.gov.co,-72.592503,11.161163,ACTIVA,NULL,NULL
5844,PERSONERIA DE PURIFICACION,NULL,TERRITORIAL,MUNICIPAL,NO APLICA,ORGANOS DE CONTROL,NO APLICA,PERSONERÍA MUNICIPAL,NO APLICA,585,PURIFICACIÓN,73,TOLIMA,"""Clle. 4 No.8-122""",NULL,NULL,2280188,NO DISPONIBLE,-74.931367,3.856684,ACTIVA,NULL,NULL
1870,CONCEJO DE LETICIA,899999302,TERRITORIAL,MUNICIPAL,NO APLICA,CORPORACIÓN POLÍTICO ADMINISTRATIVA,NO APLICA,CONCEJO MUNICIPAL,NO APLICA,1,LETICIA,91,AMAZONAS,"""Calle 9 No.10 - 83""",5926342,NULL,5927157,http://www.leticia-amazonas.gov.co,-69.935907,-4.203165,ACTIVA,NULL,NULL
3246,HOSPITAL  SAN RAFAEL  - CAQUEZA,832001411,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,EMPRESAS SOCIALES DEL ESTADO,VINCULADAS,151,CÁQUEZA,25,CUNDINAMARCA,"""Av. 5 No 5 - 80 Caqueza, Cundinamarca""",8480155,NULL,8480353,NO DISPONIBLE,-73.946686,4.405637,ACTIVA,NULL,NULL
5741,PERSONERIA DE MIRAFLORES,NULL,TERRITORIAL,MUNICIPAL,NO APLICA,ORGANOS DE CONTROL,NO APLICA,PERSONERÍA MUNICIPAL,NO APLICA,200,MIRAFLORES,95,GUAVIARE,"""VACIA""",NULL,NULL,3123042643,NO DISPONIBLE,-71.950914,1.337454,ACTIVA,Yessenia Agaton Piñeros,NULL
8101,SECRETARIA JURIDICA DISTRITAL,899999061,TERRITORIAL,DISTRITAL,CENTRAL,RAMA EJECUTIVA,NO APLICA,SECRETARIA DE DESPACHO,ADSCRITAS,1,BOGOTÁ. D.C.,11,BOGOTÁ. D.C.,"""CARRERA 8   10  65  """,3649090,NULL,3813000,http://www.bogotajuridica.gov.co,-74.072092,4.710989,ACTIVA,NULL,NULL
2658,CONTRALORIA DEPARTAMENTAL DEL VICHADA,832000034,TERRITORIAL,DEPARTAMENTAL,NO APLICA,ORGANOS DE CONTROL,NO APLICA,CONTRALORÍA DEPARTAMENTAL,NO APLICA,1,PUERTO CARREÑO,99,VICHADA,"""Calle 8 No. 8-187 Avenida Orinoco Casa de la Cultura""",5654425,NULL,5654425,http://www.cdvichada.gov.co,-67.488462,6.184766,ACTIVA,Edgar Jaspe Caceres,NULL
5599,PERSONERIA DE ENTRERRIOS,890982068,TERRITORIAL,MUNICIPAL,NO APLICA,ORGANOS DE CONTROL,NO APLICA,PERSONERÍA MUNICIPAL,NO APLICA,264,ENTRERRÍOS,05,ANTIOQUIA,"""Calle 10a Nº 11-28""",8670305,NULL,8670411,http://www.entrerrios-antioquia.gov.co,-75.516908,6.566146,ACTIVA,NULL,NULL
5274,PERSONERIA DE JUAN DE ACOSTA,NULL,TERRITORIAL,MUNICIPAL,NO APLICA,ORGANOS DE CONTROL,NO APLICA,PERSONERÍA MUNICIPAL,NO APLICA,372,JUAN DE ACOSTA,08,ATLÁNTICO,"""VACIA""",NULL,NULL,NULL,NO DISPONIBLE,-75.035858,10.829092,ACTIVA,NULL,NULL
4814,DIRECCION DISTRITAL DE LIQUIDACIONES,802024911,TERRITORIAL,DISTRITAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,ESTABLECIMIENTO PÚBLICO,ADSCRITAS,1,BARRANQUILLA,08,ATLÁNTICO,"""Carrera 54 Nº 74 - 127""",NULL,NULL,53700644,http://dirliquidaciones.gov.co,-74.806981,11.004107,ACTIVA,CARLOS ALBERTO CASTELLANOS COLLANTE,NULL
3782,EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS AGUAS Y ASEO DE FREDONIA S.A,900270369,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL,VINCULADAS,282,FREDONIA,05,ANTIOQUIA,"""Calle 50 No 50-58""",8401338014,NULL,8401211,NO DISPONIBLE,-75.671007,5.927245,ACTIVA,NULL,NULL
2098,CONCEJO DE SOCORRO,890203688,TERRITORIAL,MUNICIPAL,NO APLICA,CORPORACIÓN POLÍTICO ADMINISTRATIVA,NO APLICA,CONCEJO MUNICIPAL,NO APLICA,755,SOCORRO,68,SANTANDER,"""CALLE  15 NO. 14 66""",7272181,NULL,7272580,http://www.municipiodelsocorro.gov.co,-73.264041,6.468665,ACTIVA,NULL,NULL
0137,ALCALDIA DE BERBEO BOYACA,800099390,TERRITORIAL,MUNICIPAL,CENTRAL,RAMA EJECUTIVA,NO APLICA,ALCALDÍA,ADSCRITAS,90,BERBEO,15,BOYACÁ,"""EDIFICIO  MUNICIPAL""",7404488,NULL,7404488,http://www.berbeoboyaca.gov.co,-73.127259,5.226974,ACTIVA,Daniel López Vallejo,NULL
4397,GOBERNACION DE GUAJIRA,892115015,TERRITORIAL,DEPARTAMENTAL,CENTRAL,RAMA EJECUTIVA,NO APLICA,GOBERNACIÓN,ADSCRITAS,1,RIOHACHA,44,LA GUAJIRA,"""Avenida La Marina Calle 1 No. 6-05""",7289080,NULL,7289080,http://www.laguajira.gov.co,-72.916784,11.538415,ACTIVA,Diala Patricia Wilches Cortina,NULL
5386,PERSONERIA DE PUEBLORRICO,8909811052,TERRITORIAL,MUNICIPAL,NO APLICA,ORGANOS DE CONTROL,NO APLICA,PERSONERÍA MUNICIPAL,NO APLICA,576,PUEBLORRICO,05,ANTIOQUIA,"""Carrera 31 nº 30-41 Los Andes Parque Principal""",8498081,NULL,8498065,http://www.pueblorrico-antioquia.gov.co,-75.840589,5.794161,ACTIVA,NULL,NULL
1819,CONCEJO DE GACHANTIVA,800020045,TERRITORIAL,MUNICIPAL,NO APLICA,CORPORACIÓN POLÍTICO ADMINISTRATIVA,NO APLICA,CONCEJO MUNICIPAL,NO APLICA,293,GACHANTIVÁ,15,BOYACÁ,"""Carrera 5 No 4 -27. Palacio Municipal Centro""",7427439,NULL,7427439,http://concejo-gachantiva-boyaca.gov.co,-73.54938,5.752134,ACTIVA,NULL,NULL
6065,PERSONERIA DE VICTORIA,890801151,TERRITORIAL,MUNICIPAL,NO APLICA,ORGANOS DE CONTROL,NO APLICA,PERSONERÍA MUNICIPAL,NO APLICA,867,VICTORIA,17,CALDAS,"""Carrera 6ª. 9-25 Piso 1""",8552078,NULL,8552228,http://www.victoriacaldas.gov.co,-74.910711,5.317755,ACTIVA,NULL,NULL
1193,ALCALDIA DE TITIRIBI,890980781,TERRITORIAL,MUNICIPAL,CENTRAL,RAMA EJECUTIVA,NO APLICA,ALCALDÍA,ADSCRITAS,809,TITIRIBÍ,05,ANTIOQUIA,"""Cra 20  #  20 - 28""",8482760,NULL,8482344,http://www.titiribi-antioquia.gov.co,-75.79341,6.06259,ACTIVA,NULL,NULL
6206,U.A.E. CENTRO DE SALUD DE SAN ROQUE - TERUEL,813010472,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,UNIDAD ADMINISTRATIVA ESPECIAL CON PERSONERÍA JURÍDICA,ADSCRITAS,801,TERUEL,41,HUILA,"""carrera 3 No 3- 38""",8780303,NULL,8780303,NO DISPONIBLE,-75.568503,2.741117,ACTIVA,NULL,NULL
5658,PERSONERIA DE JAMUNDI,890399046,TERRITORIAL,MUNICIPAL,NO APLICA,ORGANOS DE CONTROL,NO APLICA,PERSONERÍA MUNICIPAL,NO APLICA,364,JAMUNDÍ,76,VALLE DEL CAUCA,"""CARRERA 11 N 13  21 Edificio Confandi 4 piso""",5913986,NULL,5161568,http://www.jamundi-valle.gov.co,-76.541073,3.262084,ACTIVA,Jorge Ivan Mejia Gutierrez,NULL
5652,PERSONERIA DE ILES,900006159,TERRITORIAL,MUNICIPAL,NO APLICA,ORGANOS DE CONTROL,NO APLICA,PERSONERÍA MUNICIPAL,NO APLICA,352,ILES,52,NARIÑO,"""Avenida Colombia No 4 - 54 Esquina  Iles""",NULL,NULL,7752664,NO DISPONIBLE,-77.521175,.968911,ACTIVA,NULL,NULL
5860,UNIVERSIDAD DEL PACIFICO,835000300,NACIONAL,NO APLICA,NO APLICA,ORGANOS AUTÓNOMOS,EDUCACIÓN,ENTE UNIVERSITARIO AUTÓNOMO,NO APLICA,109,BUENAVENTURA,76,VALLE DEL CAUCA,"""KM. 13 VÍA AL AEROPUERTO""",NULL,NULL,2405555,http://www.unipacifico.edu.co,-77.019721,3.883047,ACTIVA,NULL,NULL
6221,UNIDAD DE SERVICIOS PUBLICOS DOMICILIARIOS DE CHIVATA,900246752,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,ESTABLECIMIENTO PÚBLICO,ADSCRITAS,187,CHIVATÁ,15,BOYACÁ,"""Carrera 4 No. 3 - 34""",7425859,NULL,7425859,NO DISPONIBLE,-73.282611,5.558452,ACTIVA,NULL,NULL
4206,EMPRESA DE SERVICIOS PUBLICOS DE TARSO ANTIOQUIA S.A. .,900270088,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL,VINCULADAS,792,TARSO,05,ANTIOQUIA,"""CARRERA 19 N 19  58  """,8458541,NULL,8458541,NO DISPONIBLE,-75.2822403,5.864925,ACTIVA,NULL,NULL
2154,CONCEJO DE FRONTINO,890983706,TERRITORIAL,MUNICIPAL,NO APLICA,CORPORACIÓN POLÍTICO ADMINISTRATIVA,NO APLICA,CONCEJO MUNICIPAL,NO APLICA,284,FRONTINO,05,ANTIOQUIA,"""CALLE ANTONIA SANTOS CALLE 30 # 20-18""",3814349,NULL,8595159,http://www.frontino-antioquia.gov.co,-76.132917,6.777958,ACTIVA,NULL,NULL
4560,AGENCIA DE DESARROLLO LOCAL DE ITAGÜI,900590434,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,EMPRESAS INDUSTRIALES Y COMERCIALES DEL ESTADO,NO APLICA,360,ITAGÜÍ,05,ANTIOQUIA,"""Carrera 51 No. 51-55 , Edificio Concejo Municipal de Itagüí. Piso 9""",NULL,NULL,3737676,www.adeli.gov.co,-75.614671,6.167568,ACTIVA,Johnatan Serna Carmona,NULL
3138,HOSPITAL  NUESTRA SEÑORA DEL ROSARIO  -BELMIRA,890982065,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,EMPRESAS SOCIALES DEL ESTADO,VINCULADAS,86,BELMIRA,05,ANTIOQUIA,"""Carrera 19 Número 19-93""",8674119,NULL,8674147,NO DISPONIBLE,-75.666528,6.606241,ACTIVA,NULL,NULL
5028,PERSONERIA DE CHISCAS,800074859,TERRITORIAL,MUNICIPAL,NO APLICA,ORGANOS DE CONTROL,NO APLICA,PERSONERÍA MUNICIPAL,NO APLICA,180,CHISCAS,15,BOYACÁ,"""Calle 4 No 4-41 Segundo piso""",7888301,NULL,7888263,http://www.chiscas-boyaca.gov.co,-72.500318,6.552741,ACTIVA,NULL,NULL
6149,SOCIEDAD TERMINAL DE TRANSPORTE TERRESTRE DE IPIALES S.A.,800188021,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,SOCIEDAD DE ECONOMÍA MIXTA,VINCULADAS,356,IPIALES,52,NARIÑO,"""Carrera 2  2 - 81 Barrio la Laguna""",7730072,NULL,7730072,NO DISPONIBLE,-77.639504,.825542,ACTIVA,NULL,NULL
2181,CONCEJO DE GUARANDA,823001461,TERRITORIAL,MUNICIPAL,NO APLICA,CORPORACIÓN POLÍTICO ADMINISTRATIVA,NO APLICA,CONCEJO MUNICIPAL,NO APLICA,265,GUARANDA,70,SUCRE,"""CARRERA 5 N 4  67  """,NULL,NULL,2911001,www.guarandasucre.com,-74.537025,8.46831,ACTIVA,YAIR DEL CRISTO GALLON MENESES,NULL
3275,HOSPITAL  SAN VICENTE  - RAMIRIQUI,891800644,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,EMPRESAS SOCIALES DEL ESTADO,VINCULADAS,599,RAMIRIQUÍ,15,BOYACÁ,"""Cra 3° N° 7 - 21""",73227608,NULL,7327546,NO DISPONIBLE,-73.335738,5.401841,ACTIVA,NULL,NULL
8017,DIRECCION DE BIENESTAR SOCIAL,NULL,NACIONAL,NO APLICA,CENTRAL,RAMA EJECUTIVA,DEFENSA,ESPECIAL,NO APLICA,1,BOGOTÁ. D.C.,11,BOGOTÁ. D.C.,"""CALLE 44 N 50  51  """,NULL,NULL,5159111,http://www.policia.gov.co,-74.072092,4.710989,ACTIVA,NULL,NULL
2550,CONCEJO DE TASCO,NULL,TERRITORIAL,MUNICIPAL,NO APLICA,CORPORACIÓN POLÍTICO ADMINISTRATIVA,NO APLICA,CONCEJO MUNICIPAL,NO APLICA,790,TASCO,15,BOYACÁ,"""Carrera 5 N° 5A - 51""",NULL,NULL,7879080,http://www.tasco-boyaca.gov.co,-72.78081,5.909396,ACTIVA,NULL,NULL
2391,CONCEJO DE QUIBDO,NULL,TERRITORIAL,MUNICIPAL,NO APLICA,CORPORACIÓN POLÍTICO ADMINISTRATIVA,NO APLICA,CONCEJO MUNICIPAL,NO APLICA,1,QUIBDÓ,27,CHOCÓ,"""Cr. 2 Nº 24A-32""",NULL,NULL,6712175,http://www.quibdo-choco.gov.co,-76.649812,5.695633,ACTIVA,NULL,NULL
0691,ALCALDIA DE LA JAGUA DEL PILAR,825000676,TERRITORIAL,MUNICIPAL,CENTRAL,RAMA EJECUTIVA,NO APLICA,ALCALDÍA,ADSCRITAS,420,LA JAGUA DEL PILAR,44,LA GUAJIRA,"""CALLE 4 N°6-65""",5706015,NULL,5705997,http://www.lajaguadelpilar-laguajira.gov.co,-73.071518,10.50896,ACTIVA,WALDIN  SOTO DURAN,NULL
0559,ALCALDIA DE EL RETIRO,890983674,TERRITORIAL,MUNICIPAL,CENTRAL,RAMA EJECUTIVA,NO APLICA,ALCALDÍA,ADSCRITAS,607,RETIRO,05,ANTIOQUIA,"""Calle 20 No.20-40""",5410372,NULL,4025450,http://www.elretiro-antioquia.gov.co,-75.502582,6.060955,ACTIVA,NULL,NULL
4508,INSTITUCION EDUCATIVA NO. 13,900007970,TERRITORIAL,MUNICIPAL,DESCENTRALIZADO,RAMA EJECUTIVA,NO APLICA,ESTABLECIMIENTO PÚBLICO,ADSCRITAS,430,MAICAO,44,LA GUAJIRA,"""VACIA""",NULL,NULL,NULL,NO DISPONIBLE,-72.248517,11.378934,ACTIVA,NULL,NULL
0556,ALCALDIA DE EL PITAL,892115155,TERRITORIAL,MUNICIPAL,CENTRAL,RAMA EJECUTIVA,NO APLICA,ALCALDÍA,ADSCRITAS,548,PITAL,41,HUILA,"""Calle 6  No. 10-15""",8327066,NULL,8327050,http://www.elpital-huila.gov.co,-75.803848,2.266733,ACTIVA,HUGO FERNEY CASANOVA NIPI,NULL
5533,PERSONERIA DE VIJES,NULL,TERRITORIAL,MUNICIPAL,NO APLICA,ORGANOS DE CONTROL,NO APLICA,PERSONERÍA MUNICIPAL,NO APLICA,869,VIJES,76,VALLE DEL CAUCA,"""VACIA""",NULL,NULL,2520280,NO DISPONIBLE,-76.443177,3.698185,ACTIVA,NULL,NULL
5321,PERSONERIA DE MONGUA,809004581,TERRITORIAL,MUNICIPAL,NO APLICA,ORGANOS DE CONTROL,NO APLICA,PERSONERÍA MUNICIPAL,NO APLICA,464,MONGUA,15,BOYACÁ,"""Carrera 4  Nº 4-43""",NULL,NULL,7772116,NO DISPONIBLE,-72.799848,5.754154,ACTIVA,NULL,NULL
